Program,Glass,Material,Core_Type,Style,Finish_Texture,Glass_Info,Configuration,Size_Width_in,Size_Height_in,Bore_Status,Handing,Jamb_Type,Jamb_Casing,Hinge_Finish,Special_Features,Original_Description,Current_Stock_Item_Number,Lowe's_Pro_Stock_Item_Number
Exterior Pro Program,4-Lite,Fiberglass,Solid Core,Craftsman Shaker,Prefinished White,4-Lite,Single Prehung,36.0,80.0,Bored,Right-Hand,Double Bore,,Composite Jamb,,"36.0-inch x 80.0-inch Fiberglass Solid Core door, featuring a Craftsman Shaker design with a prefinished white finish and 4-lite glass option (Single Prehung), Right Hand, bored, jamb type: Double Bore, hinge finish: Composite Jamb. Built for durability and style, perfect for enhancing your home's entryway.",1790356.0,6542019
Exterior Pro Program,Varissa Zinc Oval,Fiberglass,Solid Core,Decorative,Mahogany,Varissa Zinc Oval,Single Prehung,36.0,80.0,Bored,Left-Hand,Double Bore,,Composite Jamb,,"36.0-inch x 80.0-inch Fiberglass Solid Core door, featuring a Decorative design with a mahogany finish and varissa zinc oval glass option (Single Prehung), Left Hand, bored, jamb type: Double Bore, hinge finish: Composite Jamb. Built for durability and style, perfect for enhancing your home's entryway.",1790387.0,6542023
Exterior Pro Program,Varissa Zinc Oval,Fiberglass,Solid Core,Decorative,Mahogany,Varissa Zinc Oval,Single Prehung,36.0,80.0,Bored,Right-Hand,Double Bore,,Composite Jamb,,"36.0-inch x 80.0-inch Fiberglass Solid Core door, featuring a Decorative design with a mahogany finish and varissa zinc oval glass option (Single Prehung), Right Hand, bored, jamb type: Double Bore, hinge finish: Composite Jamb. Built for durability and style, perfect for enhancing your home's entryway.",1790388.0,6542016
Exterior Pro Program,Montebello Iron,Fiberglass,Solid Core,Decorative,Walnut,Montebello Iron,Single Prehung,36.0,80.0,Bored,Left-Hand,Double Bore,,Composite Jamb,,"36.0-inch x 80.0-inch Fiberglass Solid Core door, featuring a Decorative design with a walnut finish and montebello iron glass option (Single Prehung), Left Hand, bored, jamb type: Double Bore, hinge finish: Composite Jamb. Built for durability and style, perfect for enhancing your home's entryway.",5208913.0,6541981
Exterior Pro Program,Montebello Iron,Fiberglass,Solid Core,Decorative,Walnut,Montebello Iron,Single Prehung,36.0,80.0,Bored,Right-Hand,Double Bore,,Composite Jamb,,"36.0-inch x 80.0-inch Fiberglass Solid Core door, featuring a Decorative design with a walnut finish and montebello iron glass option (Single Prehung), Right Hand, bored, jamb type: Double Bore, hinge finish: Composite Jamb. Built for durability and style, perfect for enhancing your home's entryway.",5208914.0,6541982
Exterior Pro Program,Parson Camber Patina,Fiberglass,Solid Core,Decorative,Dark Elm,Parson Camber Patina,Single Prehung,36.0,80.0,Bored,Left-Hand,Double Bore,,Composite Jamb,,"36.0-inch x 80.0-inch Fiberglass Solid Core door, featuring a Decorative design with a dark elm finish and parson camber patina glass option (Single Prehung), Left Hand, bored, jamb type: Double Bore, hinge finish: Composite Jamb. Built for durability and style, perfect for enhancing your home's entryway.",1790371.0,6542017
Exterior Pro Program,Parson Camber Patina,Fiberglass,Solid Core,Decorative,Dark Elm,Parson Camber Patina,Single Prehung,36.0,80.0,Bored,Right-Hand,Double Bore,,Composite Jamb,,"36.0-inch x 80.0-inch Fiberglass Solid Core door, featuring a Decorative design with a dark elm finish and parson camber patina glass option (Single Prehung), Right Hand, bored, jamb type: Double Bore, hinge finish: Composite Jamb. Built for durability and style, perfect for enhancing your home's entryway.",1790372.0,6542020
Exterior Pro Program,Full Lite Miniblind,Fiberglass,Solid Core,Flush,Smooth,Full Lite Miniblind,Single Prehung,32.0,80.0,Bored,Left-Hand,Double Bore,,,,"32.0-inch x 80.0-inch Fiberglass Solid Core door, featuring a Flush design with a smooth finish and full lite miniblind glass option (Single Prehung), Left Hand, bored, jamb type: Double Bore. Built for durability and style, perfect for enhancing your home's entryway.",1291298.0,6542003
Exterior Pro Program,Full Lite Miniblind,Fiberglass,Solid Core,Flush,Smooth,Full Lite Miniblind,Single Prehung,32.0,80.0,Bored,Right-Hand,Double Bore,,,,"32.0-inch x 80.0-inch Fiberglass Solid Core door, featuring a Flush design with a smooth finish and full lite miniblind glass option (Single Prehung), Right Hand, bored, jamb type: Double Bore. Built for durability and style, perfect for enhancing your home's entryway.",1291299.0,6541999
Exterior Pro Program,Full Lite Miniblind,Fiberglass,Solid Core,Flush,Smooth,Full Lite Miniblind,Single Prehung,36.0,80.0,Bored,Left-Hand,Double Bore,,,,"36.0-inch x 80.0-inch Fiberglass Solid Core door, featuring a Flush design with a smooth finish and full lite miniblind glass option (Single Prehung), Left Hand, bored, jamb type: Double Bore. Built for durability and style, perfect for enhancing your home's entryway.",1291300.0,6542001
Exterior Pro Program,Full Lite Miniblind,Fiberglass,Solid Core,Flush,Smooth,Full Lite Miniblind,Single Prehung,36.0,80.0,Bored,Right-Hand,Double Bore,,,,"36.0-inch x 80.0-inch Fiberglass Solid Core door, featuring a Flush design with a smooth finish and full lite miniblind glass option (Single Prehung), Right Hand, bored, jamb type: Double Bore. Built for durability and style, perfect for enhancing your home's entryway.",1291301.0,6541993
Exterior Pro Program,Half Lite Miniblind,Fiberglass,Solid Core,2 Panel,Smooth,Half Lite Miniblind,Single Prehung,32.0,80.0,Bored,Left-Hand,Double Bore,,,,"32.0-inch x 80.0-inch Fiberglass Solid Core door, featuring a 2 Panel design with a smooth finish and half lite miniblind glass option (Single Prehung), Left Hand, bored, jamb type: Double Bore. Built for durability and style, perfect for enhancing your home's entryway.",935629.0,6541985
Exterior Pro Program,Half Lite Miniblind,Fiberglass,Solid Core,2 Panel,Smooth,Half Lite Miniblind,Single Prehung,32.0,80.0,Bored,Right-Hand,Double Bore,,,,"32.0-inch x 80.0-inch Fiberglass Solid Core door, featuring a 2 Panel design with a smooth finish and half lite miniblind glass option (Single Prehung), Right Hand, bored, jamb type: Double Bore. Built for durability and style, perfect for enhancing your home's entryway.",935630.0,6541986
Exterior Pro Program,Half Lite Miniblind,Fiberglass,Solid Core,2 Panel,Smooth,Half Lite Miniblind,Single Prehung,36.0,80.0,Bored,Left-Hand,Double Bore,,,,"36.0-inch x 80.0-inch Fiberglass Solid Core door, featuring a 2 Panel design with a smooth finish and half lite miniblind glass option (Single Prehung), Left Hand, bored, jamb type: Double Bore. Built for durability and style, perfect for enhancing your home's entryway.",935631.0,6541979
Exterior Pro Program,Half Lite Miniblind,Fiberglass,Solid Core,2 Panel,Smooth,Half Lite Miniblind,Single Prehung,36.0,80.0,Bored,Right-Hand,Double Bore,,,,"36.0-inch x 80.0-inch Fiberglass Solid Core door, featuring a 2 Panel design with a smooth finish and half lite miniblind glass option (Single Prehung), Right Hand, bored, jamb type: Double Bore. Built for durability and style, perfect for enhancing your home's entryway.",935632.0,6541977
Exterior Pro Program,Half View 9-Lite,Fiberglass,Solid Core,Flush,Smooth,Half View 9-Lite,Single Prehung,32.0,80.0,Bored,Left-Hand,Double Bore,,,,"32.0-inch x 80.0-inch Fiberglass Solid Core door, featuring a Flush design with a smooth finish and half view 9-lite glass option (Single Prehung), Left Hand, bored, jamb type: Double Bore. Built for durability and style, perfect for enhancing your home's entryway.",253119.0,6541988
Exterior Pro Program,Half View 9-Lite,Fiberglass,Solid Core,Flush,Smooth,Half View 9-Lite,Single Prehung,32.0,80.0,Bored,Right-Hand,Double Bore,,,,"32.0-inch x 80.0-inch Fiberglass Solid Core door, featuring a Flush design with a smooth finish and half view 9-lite glass option (Single Prehung), Right Hand, bored, jamb type: Double Bore. Built for durability and style, perfect for enhancing your home's entryway.",253118.0,6541998
Exterior Pro Program,Half View 9-Lite,Fiberglass,Solid Core,Flush,Smooth,Half View 9-Lite,Single Prehung,36.0,80.0,Bored,Left-Hand,Double Bore,,,,"36.0-inch x 80.0-inch Fiberglass Solid Core door, featuring a Flush design with a smooth finish and half view 9-lite glass option (Single Prehung), Left Hand, bored, jamb type: Double Bore. Built for durability and style, perfect for enhancing your home's entryway.",253121.0,6541995
Exterior Pro Program,Half View 9-Lite,Fiberglass,Solid Core,Flush,Smooth,Half View 9-Lite,Single Prehung,36.0,80.0,Bored,Right-Hand,Double Bore,,,,"36.0-inch x 80.0-inch Fiberglass Solid Core door, featuring a Flush design with a smooth finish and half view 9-lite glass option (Single Prehung), Right Hand, bored, jamb type: Double Bore. Built for durability and style, perfect for enhancing your home's entryway.",253120.0,6541989
Exterior Pro Program,6-Lite Shaker,Fiberglass,Solid Core,Craftsman,Smooth,6-Lite Shaker,Single Prehung,32.0,80.0,Bored,Left-Hand,Double Bore,,,,"32.0-inch x 80.0-inch Fiberglass Solid Core door, featuring a Craftsman design with a smooth finish and 6-lite shaker glass option (Single Prehung), Left Hand, bored, jamb type: Double Bore. Built for durability and style, perfect for enhancing your home's entryway.",833546.0,6541992
Exterior Pro Program,6-Lite Shaker,Fiberglass,Solid Core,Craftsman,Smooth,6-Lite Shaker,Single Prehung,32.0,80.0,Bored,Right-Hand,Double Bore,,,,"32.0-inch x 80.0-inch Fiberglass Solid Core door, featuring a Craftsman design with a smooth finish and 6-lite shaker glass option (Single Prehung), Right Hand, bored, jamb type: Double Bore. Built for durability and style, perfect for enhancing your home's entryway.",833547.0,6541980
Exterior Pro Program,6-Lite Shaker,Fiberglass,Solid Core,Craftsman,Smooth,6-Lite Shaker,Single Prehung,36.0,80.0,Bored,Left-Hand,Double Bore,,,,"36.0-inch x 80.0-inch Fiberglass Solid Core door, featuring a Craftsman design with a smooth finish and 6-lite shaker glass option (Single Prehung), Left Hand, bored, jamb type: Double Bore. Built for durability and style, perfect for enhancing your home's entryway.",833538.0,6541991
Exterior Pro Program,6-Lite Shaker,Fiberglass,Solid Core,Craftsman,Smooth,6-Lite Shaker,Single Prehung,36.0,80.0,Bored,Right-Hand,Double Bore,,,,"36.0-inch x 80.0-inch Fiberglass Solid Core door, featuring a Craftsman design with a smooth finish and 6-lite shaker glass option (Single Prehung), Right Hand, bored, jamb type: Double Bore. Built for durability and style, perfect for enhancing your home's entryway.",833539.0,6541984
Exterior Pro Program,4-Lite 3/4 View,Fiberglass,Solid Core,Flush,Smooth,4-Lite 3/4 View,Single Prehung,36.0,80.0,Bored,Left-Hand,Double Bore,,,,"36.0-inch x 80.0-inch Fiberglass Solid Core door, featuring a Flush design with a smooth finish and 4-lite 3/4 view glass option (Single Prehung), Left Hand, bored, jamb type: Double Bore. Built for durability and style, perfect for enhancing your home's entryway.",5300651.0,6541983
Exterior Pro Program,4-Lite 3/4 View,Fiberglass,Solid Core,Flush,Smooth,4-Lite 3/4 View,Single Prehung,36.0,80.0,Bored,Right-Hand,Double Bore,,,,"36.0-inch x 80.0-inch Fiberglass Solid Core door, featuring a Flush design with a smooth finish and 4-lite 3/4 view glass option (Single Prehung), Right Hand, bored, jamb type: Double Bore. Built for durability and style, perfect for enhancing your home's entryway.",5300652.0,6541978
Exterior Pro Program,Linea Reed 7x64,Fiberglass,Solid Core,Decorative,Smooth,Linea Reed 7x64,Single Prehung,36.0,80.0,Bored,Left-Hand,,,Composite Jamb,,"36.0-inch x 80.0-inch Fiberglass Solid Core door, featuring a Decorative design with a smooth finish and linea reed 7x64 glass option (Single Prehung), Left Hand, bored, hinge finish: Composite Jamb. Built for durability and style, perfect for enhancing your home's entryway.",5111595.0,6542014
Exterior Pro Program,Linea Reed 7x64,Fiberglass,Solid Core,Decorative,Smooth,Linea Reed 7x64,Single Prehung,36.0,80.0,Bored,Right-Hand,,,Composite Jamb,,"36.0-inch x 80.0-inch Fiberglass Solid Core door, featuring a Decorative design with a smooth finish and linea reed 7x64 glass option (Single Prehung), Right Hand, bored, hinge finish: Composite Jamb. Built for durability and style, perfect for enhancing your home's entryway.",5111594.0,6542021
Exterior Pro Program,Emerson Zinc,Fiberglass,Solid Core,Craftsman,Smooth,Emerson Zinc,Single Prehung,36.0,80.0,Bored,Left-Hand,Double Bore,,,,"36.0-inch x 80.0-inch Fiberglass Solid Core door, featuring a Craftsman design with a smooth finish and emerson zinc glass option (Single Prehung), Left Hand, bored, jamb type: Double Bore. Built for durability and style, perfect for enhancing your home's entryway.",15729.0,6542000
Exterior Pro Program,Emerson Zinc,Fiberglass,Solid Core,Craftsman,Smooth,Emerson Zinc,Single Prehung,36.0,80.0,Bored,Right-Hand,Double Bore,,,,"36.0-inch x 80.0-inch Fiberglass Solid Core door, featuring a Craftsman design with a smooth finish and emerson zinc glass option (Single Prehung), Right Hand, bored, jamb type: Double Bore. Built for durability and style, perfect for enhancing your home's entryway.",22570.0,6541996
Exterior Pro Program,Varissa 3/4 Oval Zinc,Fiberglass,Solid Core,Decorative,Smooth,Varissa 3/4 Oval Zinc,Single Prehung,36.0,80.0,Bored,Left-Hand,Double Bore,,,,"36.0-inch x 80.0-inch Fiberglass Solid Core door, featuring a Decorative design with a smooth finish and varissa 3/4 oval zinc glass option (Single Prehung), Left Hand, bored, jamb type: Double Bore. Built for durability and style, perfect for enhancing your home's entryway.",5459129.0,6542010
Exterior Pro Program,Varissa 3/4 Oval Zinc,Fiberglass,Solid Core,Decorative,Smooth,Varissa 3/4 Oval Zinc,Single Prehung,36.0,80.0,Bored,Right-Hand,Double Bore,,,,"36.0-inch x 80.0-inch Fiberglass Solid Core door, featuring a Decorative design with a smooth finish and varissa 3/4 oval zinc glass option (Single Prehung), Right Hand, bored, jamb type: Double Bore. Built for durability and style, perfect for enhancing your home's entryway.",5459127.0,6542012
Exterior Pro Program,Full View Decorative Patina,Fiberglass,Solid Core,Decorative,Smooth,Full View Decorative Patina,Single Prehung,36.0,80.0,Bored,Left-Hand,Double Bore,,Composite Jamb,,"36.0-inch x 80.0-inch Fiberglass Solid Core door, featuring a Decorative design with a smooth finish and full view decorative patina glass option (Single Prehung), Left Hand, bored, jamb type: Double Bore, hinge finish: Composite Jamb. Built for durability and style, perfect for enhancing your home's entryway.",5459121.0,6542015
Exterior Pro Program,Full View Decorative Patina,Fiberglass,Solid Core,Decorative,Smooth,Full View Decorative Patina,Single Prehung,36.0,80.0,Bored,Right-Hand,Double Bore,,Composite Jamb,,"36.0-inch x 80.0-inch Fiberglass Solid Core door, featuring a Decorative design with a smooth finish and full view decorative patina glass option (Single Prehung), Right Hand, bored, jamb type: Double Bore, hinge finish: Composite Jamb. Built for durability and style, perfect for enhancing your home's entryway.",5459120.0,6542007
Exterior Pro Program,,Steel,Solid Core,6 Panel,Smooth,,Slab,32.0,80.0,Bored,,Double Bore,,,,"32.0-inch x 80.0-inch Steel Solid Core door, featuring a 6 Panel design with a smooth finish (Slab), bored, jamb type: Double Bore. Built for durability and style, perfect for enhancing your home's entryway.",5517560.0,6542022
Exterior Pro Program,,Steel,Solid Core,6 Panel,Smooth,,Slab,36.0,80.0,Bored,,Double Bore,,,,"36.0-inch x 80.0-inch Steel Solid Core door, featuring a 6 Panel design with a smooth finish (Slab), bored, jamb type: Double Bore. Built for durability and style, perfect for enhancing your home's entryway.",5517557.0,6542018
Exterior Pro Program,,Wood,Solid Core,6 Panel,Fir,,Slab,32.0,80.0,Bored,,,"1-3/4""",,,"32.0-inch x 80.0-inch Wood Solid Core door, featuring a 6 Panel design with a fir finish (Slab), bored, casing: 1-3/4"". Built for durability and style, perfect for enhancing your home's entryway.",738791.0,6542026
